iter,bad_orientation,base_height,total_falls,rolling50_falls,mean_reward,mean_episode_length,terrain_levels
362,93.7917,0.0000,93.7917,88.2300,-0.3500,45.3500,0.0000
363,89.5000,0.0000,89.5000,88.2175,-0.4000,44.7000,0.0000
364,91.0000,0.0000,91.0000,88.0583,-0.6000,44.4700,0.0000
365,88.3750,0.0000,88.3750,88.1683,-0.4200,45.4600,0.0000
366,97.2083,0.0417,97.2500,88.2208,-0.5800,41.9500,0.0000
367,83.7500,0.2083,83.9583,88.1033,-0.4400,45.3400,0.0000
368,90.2917,0.1250,90.4167,88.0267,-0.4500,49.3500,0.0000
369,84.1667,0.0000,84.1667,87.8833,-0.4700,47.4400,0.0000
370,85.1667,0.0417,85.2084,87.7608,-0.5200,46.9600,0.0000
371,85.9167,0.0000,85.9167,87.6208,-0.4200,49.1700,0.0000
372,83.7083,0.0417,83.7500,87.4950,-0.4200,48.8900,0.0000
373,83.3750,0.0000,83.3750,87.3600,-0.3900,48.2500,0.0000
374,86.1250,0.0000,86.1250,87.2392,-0.2500,48.7900,0.0000
375,85.0417,0.0000,85.0417,87.1367,-0.3400,48.3900,0.0000
376,85.0417,0.0000,85.0417,86.9925,-0.7100,48.6500,0.0000
377,97.2500,0.1667,97.4167,87.2450,-0.7900,46.3700,0.0000
378,81.5417,0.2917,81.8334,87.0842,-0.6000,45.2300,0.0000
379,94.8333,0.0833,94.9166,87.2358,-0.6200,45.6400,0.0000
380,88.5000,0.0000,88.5000,87.2150,-0.3500,43.9800,0.0000
381,92.2500,0.0000,92.2500,87.3758,-0.5700,43.9800,0.0000
382,92.7917,0.0000,92.7917,87.5175,-0.3500,45.0500,0.0000
383,90.5000,0.0000,90.5000,87.7033,-0.4400,44.8800,0.0000
384,91.1250,0.0000,91.1250,87.8525,-0.4100,43.5900,0.0000
385,90.0833,0.0000,90.0833,87.7400,-0.5500,43.6700,0.0000
386,89.1250,0.0000,89.1250,87.9650,-0.5800,46.9000,0.0000
387,96.3750,0.0417,96.4167,88.0692,-0.7000,41.7300,0.0000
388,82.6250,0.4167,83.0417,88.0617,-0.7800,46.8400,0.0000
389,94.0000,0.0833,94.0833,88.1975,-0.6000,46.3400,0.0000
390,87.3333,0.0417,87.3750,88.2433,-0.3300,45.8500,0.0000
391,89.2917,0.0000,89.2917,88.3842,-0.4800,47.2400,0.0000
392,88.7500,0.0000,88.7500,88.4892,-0.2700,45.2600,0.0000
393,90.6250,0.0417,90.6667,88.7250,-0.4100,44.3000,0.0000
394,85.5000,0.0000,85.5000,88.7758,-0.5000,47.7600,0.0000
395,87.8333,0.0000,87.8333,88.7800,-0.3600,47.9900,0.0000
396,83.8333,0.0417,83.8750,88.6850,-0.2700,48.9100,0.0000
397,87.9167,0.0000,87.9167,88.7742,-0.5200,45.5700,0.0000
398,95.2500,0.2500,95.5000,88.9517,-1.0400,49.1600,0.0000
399,76.9167,0.1250,77.0417,88.7992,-0.4000,46.2100,0.0000
400,91.0833,0.0417,91.1250,88.8683,-0.5700,49.0900,0.0000
401,86.9583,0.0000,86.9583,88.8117,-0.6800,45.4300,0.0000
402,85.6667,0.0000,85.6667,88.7400,-0.5100,47.9900,0.0000
403,88.3750,0.0000,88.3750,88.7267,-0.4200,47.3300,0.0000
404,86.5000,0.0000,86.5000,88.6867,-0.5100,47.9700,0.0000
405,85.9167,0.0000,85.9167,88.6842,-0.4300,48.5500,0.0000
406,88.1667,0.0417,88.2084,88.4875,-0.3500,48.9400,0.0000
407,86.3750,0.0417,86.4167,88.5625,-0.6000,48.4700,0.0000
408,99.0833,0.0000,99.0833,88.6992,-0.6800,44.9400,0.0000
409,80.0000,0.2917,80.2917,88.5650,-0.5300,44.9000,0.0000
410,96.0000,0.2083,96.2083,88.6350,-0.3600,47.0900,0.0000
411,86.5417,0.0000,86.5417,88.6008,-0.5900,45.3800,0.0000
412,93.8333,0.0000,93.8333,88.6017,-0.4200,46.4100,0.0000
413,87.1250,0.0000,87.1250,88.5542,-0.3800,47.5900,0.0000
414,89.6250,0.0000,89.6250,88.5267,-0.5100,43.5400,0.0000
415,88.9583,0.0000,88.9583,88.5383,-0.5700,46.6500,0.0000
416,86.0417,0.0000,86.0417,88.3142,-0.7000,46.6100,0.0000
417,89.5000,0.0417,89.5417,88.4258,-0.3900,46.7600,0.0000
418,89.4167,0.0000,89.4167,88.4058,-0.5400,43.8500,0.0000
419,92.9167,0.1667,93.0834,88.5842,-0.8300,49.6400,0.0000
420,84.9167,0.1667,85.0834,88.5817,-0.3800,45.0200,0.0000
421,89.0833,0.0417,89.1250,88.6458,-0.6800,48.2300,0.0000
422,86.5417,0.1250,86.6667,88.7042,-0.5100,46.0100,0.0000
423,87.5000,0.0000,87.5000,88.7867,-0.5000,48.6400,0.0000
424,87.7500,0.0000,87.7500,88.8192,-0.7300,45.4500,0.0000
425,87.9583,0.0417,88.0000,88.8783,-0.5000,46.5800,0.0000
426,89.5000,0.0417,89.5417,88.9683,-0.5800,46.8800,0.0000
427,88.0000,0.0000,88.0000,88.7800,-0.3700,45.2700,0.0000
428,91.2917,0.0000,91.2917,88.9692,-0.5800,46.6000,0.0000
429,101.7500,0.0000,101.7500,89.1058,-0.4900,42.7300,0.0000
430,81.4167,0.2083,81.6250,88.9683,-0.5500,44.0700,0.0000
431,95.8750,0.0000,95.8750,89.0408,-0.5200,46.3400,0.0000
432,86.0417,0.0000,86.0417,88.9058,-0.3600,44.9200,0.0000
433,93.0417,0.0000,93.0417,88.9567,-0.3600,46.9800,0.0000
434,87.9583,0.0000,87.9583,88.8933,-0.3500,44.4700,0.0000
435,90.5417,0.0000,90.5417,88.9025,-0.4900,46.5100,0.0000
436,89.2083,0.0000,89.2083,88.9042,-0.5400,46.5100,0.0000
437,90.1250,0.0000,90.1250,88.7783,-0.6300,46.0200,0.0000
438,87.6250,0.0000,87.6250,88.8700,-0.3700,48.3100,0.0000
439,87.4583,0.0000,87.4583,88.7375,-0.4400,45.2600,0.0000
440,94.1250,0.0833,94.2083,88.8742,-0.7000,48.7500,0.0000
441,83.0833,0.1250,83.2083,88.7525,-0.6800,46.2900,0.0000
442,89.3750,0.0000,89.3750,88.7650,-0.7000,47.2900,0.0000
443,85.2500,0.0000,85.2500,88.6567,-0.7500,46.5400,0.0000
444,86.0833,0.0000,86.0833,88.6683,-0.5100,50.2500,0.0000
445,85.9583,0.0417,86.0000,88.6317,-0.3800,47.4400,0.0000
446,85.3750,0.0000,85.3750,88.6617,-0.5800,49.0000,0.0000
447,83.9583,0.0000,83.9583,88.5825,-0.3600,50.0400,0.0000
448,83.9583,0.0000,83.9583,88.3517,-0.4500,50.8600,0.0000
449,82.6250,0.0000,82.6250,88.4633,-0.7300,50.0200,0.0000
450,100.2083,0.0833,100.2916,88.6467,-0.4700,45.8300,0.0000
451,75.9167,0.2083,76.1250,88.4300,-0.6700,44.0400,0.0000
452,88.6250,0.0417,88.6667,88.4900,-0.3500,48.0600,0.0000
453,88.6667,0.0000,88.6667,88.4958,-0.4300,46.3800,0.0000
454,86.9583,0.0000,86.9583,88.5050,-0.5000,46.8300,0.0000
455,86.5833,0.0000,86.5833,88.5183,-0.3200,49.5900,0.0000
456,86.9167,0.0000,86.9167,88.4925,-0.6600,49.3000,0.0000
457,87.6250,0.0000,87.6250,88.5167,-0.5300,48.4500,0.0000
458,85.8333,0.0000,85.8333,88.2517,-0.5800,46.7400,0.0000
459,88.3333,0.0417,88.3750,88.4133,-0.6300,48.9700,0.0000
460,89.7083,0.0417,89.7500,88.2842,-0.7300,42.5400,0.0000
461,89.1667,0.1250,89.2917,88.3392,-0.4900,45.5900,0.0000
462,86.4167,0.0000,86.4167,88.1908,-0.4800,46.3100,0.0000
463,86.7500,0.0417,86.7917,88.1842,-0.6900,46.3500,0.0000
464,87.7500,0.0417,87.7917,88.1475,-0.7700,46.5500,0.0000
465,88.2917,0.0000,88.2917,88.1342,-0.5300,46.7700,0.0000
466,87.6250,0.0000,87.6250,88.1658,-0.4400,47.3100,0.0000
467,88.3750,0.0000,88.3750,88.1425,-0.6100,45.4100,0.0000
468,85.8750,0.0000,85.8750,88.0717,-0.6100,45.6000,0.0000
469,87.1667,0.0000,87.1667,87.9533,-0.4200,48.0600,0.0000
470,84.1667,0.0417,84.2084,87.9358,-0.6200,50.6600,0.0000
471,99.4583,0.0417,99.5000,88.1433,-0.7100,48.6200,0.0000
472,75.1667,0.0833,75.2500,87.9150,-0.6100,47.5400,0.0000
473,85.4167,0.0000,85.4167,87.8733,-0.4800,52.4300,0.0000
474,83.7083,0.0000,83.7083,87.7925,-0.6000,50.3700,0.0000
475,85.6667,0.0417,85.7084,87.7467,-0.6000,49.2100,0.0000
476,87.6250,0.0000,87.6250,87.7083,-0.5300,48.7100,0.0000
477,85.2500,0.0417,85.2917,87.6542,-0.6100,48.0500,0.0000
478,86.4583,0.0000,86.4583,87.5575,-0.6900,47.1000,0.0000
479,86.1250,0.0417,86.1667,87.2458,-0.4300,47.9500,0.0000
480,86.6250,0.0000,86.6250,87.3458,-0.5400,48.2000,0.0000
481,89.3750,0.0417,89.4167,87.2167,-0.6400,44.0300,0.0000
482,87.1667,0.0417,87.2084,87.2400,-0.6500,47.8700,0.0000
483,88.4167,0.0417,88.4584,87.1483,-0.5400,45.7700,0.0000
484,85.0000,0.0000,85.0000,87.0892,-0.7100,49.5700,0.0000
485,90.7083,0.0000,90.7083,87.0925,-0.6400,45.1200,0.0000
486,88.8333,0.0000,88.8333,87.0850,-0.6600,43.2400,0.0000
487,93.3750,0.0000,93.3750,87.1500,-0.5600,45.0100,0.0000
488,91.7083,0.0417,91.7500,87.2325,-0.4600,46.4700,0.0000
489,91.4583,0.0000,91.4583,87.3125,-0.6100,45.3200,0.0000
490,94.1667,0.0000,94.1667,87.3117,-0.5400,48.5100,0.0000
491,94.2500,0.0000,94.2500,87.5325,-0.7000,44.5700,0.0000
492,105.4167,0.0417,105.4584,87.8542,-0.5700,42.2500,0.0000
493,91.1667,0.1250,91.2917,87.9750,-0.6300,40.1400,0.0000
494,97.1250,0.0000,97.1250,88.1958,-0.5400,44.2200,0.0000
495,93.2500,0.0000,93.2500,88.3408,-0.4700,43.0700,0.0000
496,97.8333,0.0000,97.8333,88.5900,-0.6900,42.9700,0.0000
497,92.0000,0.0000,92.0000,88.7508,-0.7500,43.9000,0.0000
498,92.3333,0.0000,92.3333,88.9183,-0.4800,45.3800,0.0000
499,91.9583,0.0000,91.9583,89.1050,-0.5500,47.1500,0.0000
500,88.6667,0.0000,88.6667,88.8725,-0.5200,45.1900,0.0000
501,87.9167,0.0000,87.9167,89.1083,-0.5900,47.8800,0.0000
502,95.6667,0.0000,95.6667,89.2483,-1.0800,43.0400,0.0000
503,84.0000,0.0417,84.0417,89.1558,-0.7700,44.9900,0.0000
504,89.5833,0.1250,89.7083,89.2108,-0.5300,49.2300,0.0000
505,85.7917,0.0417,85.8334,89.1958,-0.4600,47.7100,0.0000
506,84.0833,0.0417,84.1250,89.1400,-0.7000,45.9000,0.0000
507,88.9167,0.0000,88.9167,89.1658,-0.4300,47.6100,0.0000
508,82.5417,0.0000,82.5417,89.1000,-0.5400,49.5900,0.0000
509,82.4167,0.0000,82.4167,88.9808,-0.7300,49.6800,0.0000
510,83.0417,0.0000,83.0417,88.8467,-0.8100,47.8600,0.0000
511,77.8750,0.0000,77.8750,88.6183,-0.3500,48.0200,0.0000
512,80.4583,0.0000,80.4583,88.4992,-0.7400,52.2800,0.0000
513,98.0833,0.0417,98.1250,88.7258,-1.0200,53.1000,0.0000
514,72.2083,0.0417,72.2500,88.4150,-0.6600,47.5900,0.0000
515,82.2917,0.0000,82.2917,88.2950,-0.6900,50.7400,0.0000
516,79.0417,0.0000,79.0417,88.1233,-0.5700,48.8600,0.0000
517,79.9167,0.0000,79.9167,87.9542,-0.7400,52.5200,0.0000
518,77.3333,0.0000,77.3333,87.7833,-0.6200,50.9800,0.0000
519,77.5000,0.0000,77.5000,87.5900,-0.9000,52.2000,0.0000
520,81.4583,0.0000,81.4583,87.5350,-0.4300,50.2500,0.0000
521,79.5417,0.0000,79.5417,87.1358,-0.7800,49.5100,0.0000
522,80.1250,0.0417,80.1667,87.2342,-0.7000,51.2800,0.0000
523,91.4583,0.0417,91.5000,87.3558,-0.7800,48.6900,0.0000
524,86.8750,0.1250,87.0000,87.4217,-0.8200,44.8900,0.0000
525,86.8333,0.1250,86.9583,87.4467,-0.5500,45.0400,0.0000
526,87.3333,0.0000,87.3333,87.4408,-0.3600,46.0300,0.0000
527,87.9583,0.0000,87.9583,87.4942,-0.6800,48.3500,0.0000
528,91.5833,0.0000,91.5833,87.5967,-0.6000,46.8300,0.0000
529,91.1667,0.0000,91.1667,87.6967,-0.5700,43.4100,0.0000
530,87.3750,0.0000,87.3750,87.7117,-0.6300,46.0700,0.0000
531,92.4583,0.0000,92.4583,87.7725,-0.8300,46.0900,0.0000
532,89.6667,0.0000,89.6667,87.8217,-0.6500,47.4900,0.0000
533,94.1667,0.0000,94.1667,87.9358,-0.7200,42.5300,0.0000
534,101.6250,0.0000,101.6250,88.2683,-0.6100,46.1500,0.0000
535,89.9583,0.0417,90.0000,88.2542,-0.5900,44.9100,0.0000
536,94.3750,0.0000,94.3750,88.3650,-0.3500,46.7100,0.0000
537,92.4167,0.0000,92.4167,88.3458,-0.5600,44.9000,0.0000
538,93.9583,0.0000,93.9583,88.3900,-0.5500,43.6400,0.0000
539,93.8333,0.0000,93.8333,88.4375,-0.6300,40.3300,0.0000
540,92.6250,0.0000,92.6250,88.4067,-0.6000,44.8900,0.0000
541,93.3750,0.0000,93.3750,88.3892,-0.4200,45.1100,0.0000
542,87.9167,0.0000,87.9167,88.0383,-0.6200,42.8400,0.0000
543,94.4167,0.0000,94.4167,88.1008,-0.4800,47.2700,0.0000
544,100.0000,0.0417,100.0417,88.1592,-0.8200,42.6000,0.0000
545,84.6667,0.2500,84.9167,87.9925,-0.6600,43.7500,0.0000
546,92.5000,0.0417,92.5417,87.8867,-0.5700,45.3000,0.0000
547,89.3333,0.0000,89.3333,87.8333,-0.6500,46.2800,0.0000
548,89.5417,0.0000,89.5417,87.7775,-0.3300,48.0800,0.0000
549,86.7500,0.0000,86.7500,87.6733,-0.4400,46.7400,0.0000
550,87.5417,0.0000,87.5417,87.6508,-0.5700,49.8900,0.0000
551,84.8750,0.0000,84.8750,87.5900,-0.5700,47.2100,0.0000
552,83.1250,0.0000,83.1250,87.3392,-0.5500,50.8200,0.0000
553,81.2917,0.0000,81.2917,87.2842,-0.5000,50.7800,0.0000
554,83.0417,0.0000,83.0417,87.1508,-0.6900,48.3100,0.0000
555,96.2917,0.2083,96.5000,87.3642,-0.9300,53.1500,0.0000
556,77.5000,0.0000,77.5000,87.2317,-0.5000,45.1200,0.0000
557,83.0833,0.0833,83.1666,87.1167,-0.4100,52.3900,0.0000
558,79.7500,0.0000,79.7500,87.0608,-0.6900,49.8400,0.0000
559,80.9583,0.0000,80.9583,87.0317,-0.6900,53.6800,0.0000
560,82.2917,0.0000,82.2917,87.0167,-0.6300,54.0900,0.0000
561,80.2917,0.0000,80.2917,87.0650,-0.6100,50.2400,0.0000
562,78.8333,0.0000,78.8333,87.0325,-0.8300,49.8800,0.0000
563,81.1250,0.0000,81.1250,86.6925,-0.6000,52.0100,0.0000
564,80.2917,0.0000,80.2917,86.8533,-0.6300,54.7500,0.0000
565,98.8750,0.0000,98.8750,87.1850,-0.8100,45.1200,0.0000
566,81.5000,0.2083,81.7083,87.2383,-0.5000,44.9500,0.0000
567,85.0417,0.0417,85.0834,87.3417,-0.5400,49.9900,0.0000
568,86.2083,0.0000,86.2083,87.5192,-0.6400,52.1500,0.0000
569,85.4583,0.0000,85.4583,87.6783,-0.6000,50.6100,0.0000
570,89.4167,0.0000,89.4167,87.8375,-0.4800,49.8800,0.0000
571,87.9167,0.0000,87.9167,88.0050,-0.7200,46.2400,0.0000
572,90.9583,0.0000,90.9583,88.2208,-0.4800,45.0500,0.0000
573,89.2083,0.0000,89.2083,88.1750,-0.4800,42.9000,0.0000
574,92.5833,0.0000,92.5833,88.2867,-0.5600,51.9600,0.0000
575,92.5000,0.0000,92.5000,88.3975,-0.6900,45.5900,0.0000
576,97.7917,0.0000,97.7917,88.6067,-0.5800,44.9400,0.0000
577,90.3750,0.0417,90.4167,88.6558,-0.6800,40.1300,0.0000
578,95.5000,0.0000,95.5000,88.7342,-0.5800,42.3800,0.0000
579,90.8333,0.0000,90.8333,88.7275,-0.4300,43.6700,0.0000
580,94.2083,0.0000,94.2083,88.8642,-0.5800,43.0100,0.0000
581,92.8333,0.0000,92.8333,88.8717,-0.5100,46.0300,0.0000
582,94.8333,0.0000,94.8333,88.9750,-0.7600,42.8000,0.0000
583,97.3750,0.0000,97.3750,89.0392,-0.6600,44.1300,0.0000
584,95.6250,0.0000,95.6250,88.9192,-0.5100,42.1500,0.0000
585,95.9167,0.0000,95.9167,89.0375,-0.5300,42.8600,0.0000
586,109.0000,0.0000,109.0000,89.3300,-0.7300,46.9200,0.0000
587,96.9583,0.1667,97.1250,89.4242,-1.0100,38.9700,0.0000
588,99.4583,0.0000,99.4583,89.5342,-0.5400,40.6000,0.0000
589,100.7500,0.0000,100.7500,89.6725,-0.5800,39.7800,0.0000
590,98.2500,0.0000,98.2500,89.7850,-0.5400,42.5400,0.0000
591,104.4583,0.0000,104.4583,90.0067,-0.5900,39.1400,0.0000
592,104.0833,0.0000,104.0833,90.3300,-0.8700,45.2100,0.0000
593,107.4167,0.0000,107.4167,90.5900,-0.5000,36.1800,0.0000
594,111.5417,0.0000,111.5417,90.8200,-0.6300,38.3000,0.0000
595,103.8333,0.0000,103.8333,91.1983,-0.5000,39.6600,0.0000
596,113.6250,0.0000,113.6250,91.6200,-0.6800,36.2400,0.0000
597,106.5417,0.0833,106.6250,91.9658,-0.7000,37.4900,0.0000
598,105.7500,0.0000,105.7500,92.2900,-0.4400,38.1400,0.0000
599,107.1667,0.0000,107.1667,92.6983,-0.6400,37.1300,0.0000
600,105.5000,0.0000,105.5000,93.0575,-0.6200,37.8700,0.0000
601,104.3750,0.0000,104.3750,93.4475,-0.4800,41.0300,0.0000
602,101.0833,0.0000,101.0833,93.8067,-0.6000,40.3200,0.0000
603,104.4167,0.0000,104.4167,94.2692,-0.5900,40.0300,0.0000
604,98.9583,0.0000,98.9583,94.5875,-0.6900,39.9800,0.0000
605,100.1250,0.0000,100.1250,94.6600,-0.5800,40.2000,0.0000
606,99.2917,0.0000,99.2917,95.0958,-0.6800,38.9400,0.0000
607,108.6667,0.0000,108.6667,95.6058,-0.6700,40.6900,0.0000
608,98.7083,0.0000,98.7083,95.9850,-0.6900,39.8600,0.0000
609,100.2917,0.0000,100.2917,96.3717,-0.3900,41.1900,0.0000
610,100.0417,0.0000,100.0417,96.7267,-0.4800,39.9300,0.0000
611,95.5833,0.0000,95.5833,97.0325,-0.4300,44.6600,0.0000
612,95.2500,0.0000,95.2500,97.3608,-0.5100,41.9100,0.0000
613,91.0000,0.0000,91.0000,97.5583,-0.3800,46.6600,0.0000
614,91.3750,0.0000,91.3750,97.7800,-0.6300,44.8200,0.0000
615,91.2500,0.0000,91.2500,97.6275,-0.5100,43.0500,0.0000
616,92.7917,0.0000,92.7917,97.8492,-0.3900,44.1600,0.0000
617,102.3333,0.0000,102.3333,98.1942,-0.7600,41.2200,0.0000
618,99.2500,0.0000,99.2500,98.4550,-0.4200,41.9700,0.0000
619,90.0833,0.0417,90.1250,98.5483,-0.6700,40.4400,0.0000
620,90.3750,0.0000,90.3750,98.5675,-0.4300,46.5300,0.0000
621,90.3750,0.0000,90.3750,98.6167,-0.4600,45.8200,0.0000
622,89.4167,0.0000,89.4167,98.5858,-0.4500,50.4000,0.0000
623,90.0000,0.0000,90.0000,98.6017,-0.4500,45.6100,0.0000
624,91.7083,0.0000,91.7083,98.5842,-0.6800,46.2200,0.0000
625,94.1667,0.0000,94.1667,98.6175,-0.5400,45.9000,0.0000
626,90.0833,0.0000,90.0833,98.4633,-0.4200,44.9100,0.0000
627,95.0000,0.0000,95.0000,98.5550,-0.8200,43.7900,0.0000
628,105.2083,0.0417,105.2500,98.7500,-0.5600,43.5700,0.0000
629,93.4583,0.0417,93.5000,98.8033,-0.5400,41.8600,0.0000
630,97.8750,0.0000,97.8750,98.8767,-0.4900,41.6800,0.0000
631,99.8333,0.0000,99.8333,99.0167,-0.5400,42.1600,0.0000
632,100.7500,0.0000,100.7500,99.1350,-0.4700,40.7900,0.0000
633,104.9167,0.0000,104.9167,99.2858,-0.5800,39.2200,0.0000
634,101.4167,0.0000,101.4167,99.4017,-0.4500,36.9700,0.0000
635,103.0417,0.0000,103.0417,99.5442,-0.5600,39.8600,0.0000
636,103.0417,0.0000,103.0417,99.4250,-0.5900,40.7000,0.0000
637,102.0833,0.0000,102.0833,99.5242,-0.5100,38.1200,0.0000
638,112.4583,0.0000,112.4583,99.7842,-0.7200,41.6400,0.0000
639,98.2917,0.1667,98.4584,99.7383,-0.6900,35.3400,0.0000
640,101.0000,0.0417,101.0417,99.7942,-0.7200,41.8500,0.0000
641,101.9167,0.0000,101.9167,99.7433,-0.5000,39.7700,0.0000
642,99.1250,0.0000,99.1250,99.6442,-0.4700,41.4000,0.0000
643,100.1250,0.0000,100.1250,99.4983,-0.4000,43.9800,0.0000
644,92.5833,0.0000,92.5833,99.1192,-0.6100,41.4100,0.0000
645,91.9167,0.0000,91.9167,98.8808,-0.6300,46.3700,0.0000
646,90.5833,0.0000,90.5833,98.4200,-0.4900,44.6100,0.0000
647,86.5417,0.0000,86.5417,98.0183,-0.4900,47.1600,0.0000
648,83.6250,0.0417,83.6667,97.5767,-0.6800,46.8300,0.0000
649,97.5833,0.0000,97.5833,97.3850,-0.8900,52.2600,0.0000
650,76.2917,0.1667,76.4584,96.8042,-0.6800,45.5800,0.0000
651,78.5833,0.0000,78.5833,96.2883,-0.7100,52.1200,0.0000
652,82.3333,0.0000,82.3333,95.9133,-0.8300,52.3500,0.0000
653,77.2083,0.0000,77.2083,95.3692,-0.6000,55.4900,0.0000
654,81.2917,0.0000,81.2917,95.0158,-0.7300,56.0100,0.0000
655,82.5417,0.0000,82.5417,94.6642,-0.6300,49.0300,0.0000
656,84.6667,0.0000,84.6667,94.3717,-0.6200,49.0200,0.0000
657,89.2083,0.0000,89.2083,93.9825,-0.6400,43.3100,0.0000
658,91.2917,0.0000,91.2917,93.8342,-0.7000,49.5700,0.0000
659,103.8333,0.0000,103.8333,93.9050,-0.7200,44.9000,0.0000
660,100.7500,0.0833,100.8333,93.9208,-0.5500,36.9500,0.0000
661,94.2500,0.0417,94.2917,93.8950,-0.5000,40.9700,0.0000
662,101.8333,0.0000,101.8333,94.0267,-0.6600,42.7500,0.0000
663,98.9583,0.0000,98.9583,94.1858,-0.5800,43.9400,0.0000
664,98.5417,0.0000,98.5417,94.3292,-0.5700,42.2500,0.0000
665,99.2083,0.0000,99.2083,94.4883,-0.5700,40.5600,0.0000
666,97.3750,0.0000,97.3750,94.5800,-0.6400,42.0300,0.0000
667,95.3333,0.0000,95.3333,94.4400,-0.4500,41.6300,0.0000
668,93.7917,0.0000,93.7917,94.3308,-0.7600,46.0700,0.0000
669,95.1667,0.0000,95.1667,94.4317,-0.7900,41.1600,0.0000
670,104.1667,0.0000,104.1667,94.7075,-0.7700,45.6300,0.0000
671,89.0000,0.1250,89.1250,94.6825,-0.6300,43.3100,0.0000
672,88.5833,0.0000,88.5833,94.6658,-0.4900,45.7200,0.0000
673,82.0833,0.0000,82.0833,94.5075,-0.5300,47.4300,0.0000
674,83.5000,0.0000,83.5000,94.3433,-0.5400,50.3100,0.0000
675,80.6667,0.0000,80.6667,94.0733,-0.6400,48.6700,0.0000
676,80.7083,0.0000,80.7083,93.8858,-0.7000,47.8100,0.0000
677,83.2083,0.0000,83.2083,93.6500,-0.8100,50.0900,0.0000
678,83.6250,0.0000,83.6250,93.2175,-0.4900,49.7900,0.0000
679,83.9583,0.0000,83.9583,93.0267,-0.7300,51.0100,0.0000
680,99.5000,0.0000,99.5000,93.0592,-0.6300,52.0600,0.0000
681,93.5000,0.0000,93.5000,92.9325,-0.6300,45.2900,0.0000
682,92.7500,0.0000,92.7500,92.7725,-0.6500,42.4200,0.0000
683,97.7083,0.0000,97.7083,92.6283,-0.5800,45.1900,0.0000
684,97.5833,0.0000,97.5833,92.5517,-0.6100,43.0500,0.0000
685,102.5833,0.0000,102.5833,92.5425,-0.6100,41.8600,0.0000
686,100.7500,0.0000,100.7500,92.4967,-0.6700,39.6800,0.0000
687,102.7917,0.0000,102.7917,92.5108,-0.6700,37.1800,0.0000
688,102.3750,0.0000,102.3750,92.3092,-0.6300,40.1600,0.0000
689,102.1250,0.0000,102.1250,92.3825,-0.6000,42.0400,0.0000
690,105.2083,0.0000,105.2083,92.4658,-0.8200,37.4500,0.0000
691,105.4583,0.0833,105.5416,92.5383,-0.7900,40.6000,0.0000
692,100.5417,0.0000,100.5417,92.5667,-0.5600,37.8800,0.0000
693,102.4583,0.0000,102.4583,92.6133,-0.4400,40.4600,0.0000
694,103.6667,0.0000,103.6667,92.8350,-0.4500,42.7800,0.0000
695,102.1250,0.0000,102.1250,93.0392,-0.5300,40.3400,0.0000
696,99.2917,0.0000,99.2917,93.2133,-0.7300,41.9000,0.0000
697,100.5833,0.0000,100.5833,93.4942,-0.3200,41.4300,0.0000
698,101.1667,0.0000,101.1667,93.8442,-0.6400,40.0900,0.0000
699,98.9583,0.0000,98.9583,93.8717,-0.6000,37.7300,0.0000
700,101.5417,0.0000,101.5417,94.3733,-0.5400,42.7000,0.0000
701,108.4583,0.0000,108.4583,94.9708,-0.7700,40.6300,0.0000
702,101.7083,0.0417,101.7500,95.3592,-0.5900,37.3700,0.0000
703,103.4583,0.0417,103.5000,95.8850,-0.6000,36.7800,0.0000
704,103.6250,0.0000,103.6250,96.3317,-0.7600,41.0500,0.0000
705,107.0000,0.0000,107.0000,96.8208,-0.6700,37.0900,0.0000
706,103.2500,0.0000,103.2500,97.1925,-0.4800,41.4300,0.0000
707,109.5833,0.0000,109.5833,97.6000,-0.6000,38.3800,0.0000
708,108.5833,0.0000,108.5833,97.9458,-0.6400,37.8100,0.0000
709,110.3333,0.0000,110.3333,98.0758,-0.6800,40.2300,0.0000
710,104.8750,0.0000,104.8750,98.1567,-0.5700,40.2200,0.0000
711,110.8750,0.0000,110.8750,98.4883,-0.7800,37.6100,0.0000
712,110.0000,0.0000,110.0000,98.6517,-0.6400,41.3400,0.0000
713,103.3333,0.0417,103.3750,98.7400,-0.6400,38.2100,0.0000
714,103.3750,0.0000,103.3750,98.8367,-0.5800,41.6800,0.0000
715,105.1250,0.0000,105.1250,98.9550,-0.4600,39.9100,0.0000
716,102.2500,0.0000,102.2500,99.0525,-0.6000,40.6700,0.0000
717,99.9167,0.0000,99.9167,99.1442,-0.6500,39.4500,0.0000
718,101.0000,0.0000,101.0000,99.2883,-0.6500,41.4000,0.0000
719,102.8333,0.0000,102.8333,99.4417,-0.5700,37.7400,0.0000
720,102.2500,0.0000,102.2500,99.4033,-0.8000,39.3900,0.0000
721,103.0833,0.0000,103.0833,99.6825,-0.6100,40.2000,0.0000
722,116.3750,0.0000,116.3750,100.2383,-0.7300,38.2000,0.0000
723,110.9167,0.0000,110.9167,100.8150,-0.5400,35.2900,0.0000
724,109.8750,0.0000,109.8750,101.3425,-0.7600,36.3800,0.0000
725,108.5000,0.0000,108.5000,101.8992,-0.7300,39.4700,0.0000
726,110.2500,0.0000,110.2500,102.4900,-0.6500,40.3000,0.0000
727,112.5000,0.0000,112.5000,103.0758,-0.5600,34.2400,0.0000
728,113.7083,0.0000,113.7083,103.6775,-0.5600,36.0600,0.0000
