iter,bad_orientation,base_height,total_falls,rolling50_falls,mean_reward,mean_episode_length,terrain_levels
729,113.0833,0.0000,113.0833,104.2600,-0.6400,35.4100,0.0000
730,113.0833,0.0000,113.0833,104.5317,-0.6300,35.6400,0.0000
731,109.3750,0.0000,109.3750,104.8492,-0.6100,36.2400,0.0000
732,112.7917,0.0000,112.7917,105.2500,-0.7400,39.1000,0.0000
733,115.8750,0.0000,115.8750,105.6133,-0.5200,35.4600,0.0000
734,103.3333,0.0000,103.3333,105.7283,-0.6100,39.1500,0.0000
735,106.1667,0.0000,106.1667,105.8000,-0.5600,38.2500,0.0000
736,103.3750,0.0000,103.3750,105.8525,-0.4500,39.6300,0.0000
737,100.3750,0.0000,100.3750,105.8042,-0.4700,41.0800,0.0000
738,98.2083,0.0000,98.2083,105.7208,-0.6900,42.6300,0.0000
739,95.1250,0.0000,95.1250,105.5808,-0.6400,42.9900,0.0000
740,94.4167,0.0000,94.4167,105.3650,-0.7000,42.6400,0.0000
741,89.2500,0.0000,89.2500,105.0392,-0.9400,43.9900,0.0000
742,92.8750,0.0000,92.8750,104.8858,-0.4300,44.1600,0.0000
743,107.2917,0.0000,107.2917,104.9825,-0.8500,42.5900,0.0000
744,97.1667,0.0417,97.2084,104.8533,-0.5600,41.6100,0.0000
745,94.8750,0.0000,94.8750,104.7083,-0.5700,39.6600,0.0000
746,95.2500,0.0000,95.2500,104.6275,-0.4900,43.1000,0.0000
747,97.3750,0.0000,97.3750,104.5633,-0.5300,42.8300,0.0000
748,98.9583,0.0000,98.9583,104.5192,-0.5400,40.9100,0.0000
749,101.9583,0.0000,101.9583,104.5792,-0.4000,40.3600,0.0000
750,105.0000,0.0000,105.0000,104.6483,-0.6000,43.0600,0.0000
751,103.2917,0.0000,103.2917,104.5450,-0.5800,38.9900,0.0000
752,100.4167,0.0000,100.4167,104.5183,-0.7400,39.1900,0.0000
753,105.8750,0.0000,105.8750,104.5658,-0.6600,44.1400,0.0000
754,103.4167,0.0000,103.4167,104.5617,-0.6000,42.5200,0.0000
755,97.2917,0.0000,97.2917,104.3675,-0.5900,38.3300,0.0000
756,98.5833,0.0000,98.5833,104.2742,-0.7000,39.1000,0.0000
757,95.7917,0.0000,95.7917,103.9983,-0.5900,42.3200,0.0000
758,96.7917,0.0000,96.7917,103.7625,-0.5700,45.5200,0.0000
759,94.2083,0.0000,94.2083,103.4400,-0.5400,40.8000,0.0000
760,94.9583,0.0000,94.9583,103.2417,-0.5300,44.1700,0.0000
761,95.6250,0.0000,95.6250,102.9367,-0.8500,44.4100,0.0000
762,93.5417,0.0000,93.5417,102.6075,-0.5400,41.0500,0.0000
763,92.8333,0.0000,92.8333,102.3967,-0.7400,39.7700,0.0000
764,109.2500,0.0000,109.2500,102.5142,-0.7200,45.1000,0.0000
765,101.5833,0.0833,101.6666,102.4450,-0.5300,41.2900,0.0000
766,98.0000,0.0000,98.0000,102.3600,-0.5500,37.9400,0.0000
767,105.6667,0.0000,105.6667,102.4750,-0.5800,41.0800,0.0000
768,105.4583,0.0000,105.4583,102.5642,-0.5100,38.5500,0.0000
769,105.4167,0.0000,105.4167,102.6158,-0.4700,35.1500,0.0000
770,107.5833,0.0000,107.5833,102.7225,-0.5600,41.0200,0.0000
771,106.7083,0.0000,106.7083,102.7950,-0.5300,37.3700,0.0000
772,107.1250,0.0000,107.1250,102.6100,-0.5600,39.9100,0.0000
773,101.9583,0.0000,101.9583,102.4308,-0.4900,39.4400,0.0000
774,114.5833,0.0000,114.5833,102.5250,-0.6700,40.7300,0.0000
775,113.5000,0.0000,113.5000,102.6250,-0.8500,35.8500,0.0000
776,107.6667,0.0000,107.6667,102.5733,-0.6100,35.9700,0.0000
777,108.7917,0.0000,108.7917,102.4992,-0.5600,36.1000,0.0000
778,112.2917,0.0000,112.2917,102.4708,-0.6600,40.0700,0.0000
779,109.5833,0.0000,109.5833,102.4008,-0.7400,41.7200,0.0000
780,107.6250,0.0000,107.6250,102.2917,-0.7600,32.9800,0.0000
781,106.7083,0.0000,106.7083,102.2383,-0.6700,40.3500,0.0000
782,104.8333,0.0000,104.8333,102.0792,-0.7000,38.8600,0.0000
783,107.0833,0.0000,107.0833,101.9033,-0.5900,38.4100,0.0000
784,105.4583,0.0000,105.4583,101.9458,-0.6400,37.2100,0.0000
785,110.8750,0.0000,110.8750,102.0400,-0.7600,33.5500,0.0000
786,102.3333,0.0000,102.3333,102.0192,-0.5400,39.1000,0.0000
787,107.7500,0.0000,107.7500,102.1667,-0.6600,40.4600,0.0000
788,105.1667,0.0000,105.1667,102.3058,-0.6900,36.8500,0.0000
789,106.3750,0.0000,106.3750,102.5308,-0.5600,43.1900,0.0000
790,106.4167,0.0000,106.4167,102.7708,-0.5500,36.7900,0.0000
791,104.9583,0.0000,104.9583,103.0850,-0.4600,40.3400,0.0000
792,104.2083,0.0000,104.2083,103.3117,-0.6000,34.9400,0.0000
793,102.4167,0.0000,102.4167,103.2142,-0.5400,41.1100,0.0000
794,103.7500,0.0000,103.7500,103.3450,-0.5600,40.9600,0.0000
795,109.3333,0.0000,109.3333,103.6342,-0.6300,43.8300,0.0000
796,106.9583,0.0000,106.9583,103.8683,-0.6800,36.3200,0.0000
797,103.3333,0.0000,103.3333,103.9875,-0.5600,39.1700,0.0000
798,104.2917,0.0000,104.2917,104.0942,-0.5800,37.6900,0.0000
799,106.5833,0.0000,106.5833,104.1867,-0.7300,37.6600,0.0000
800,104.0000,0.0000,104.0000,104.1667,-0.6300,40.6700,0.0000
801,107.3750,0.0000,107.3750,104.2483,-0.5800,34.2600,0.0000
802,106.0833,0.0000,106.0833,104.3617,-0.8000,41.6200,0.0000
803,102.4583,0.0000,102.4583,104.2933,-0.4800,41.1400,0.0000
804,103.2917,0.0000,103.2917,104.2908,-0.3900,41.0000,0.0000
805,110.3333,0.0000,110.3333,104.5517,-0.6700,38.5800,0.0000
806,116.7083,0.0000,116.7083,104.9142,-0.6900,41.9900,0.0000
807,106.1250,0.0000,106.1250,105.1208,-0.4700,35.9700,0.0000
808,110.9167,0.0000,110.9167,105.4033,-0.4500,33.0900,0.0000
809,107.8750,0.0000,107.8750,105.6767,-0.5500,38.7500,0.0000
810,108.5833,0.0000,108.5833,105.9492,-0.5700,36.2300,0.0000
811,108.7917,0.0000,108.7917,106.2125,-0.2800,40.8300,0.0000
812,106.7917,0.0000,106.7917,106.4775,-0.6000,37.9200,0.0000
813,109.2083,0.0000,109.2083,106.8050,-0.3300,45.3700,0.0000
814,104.2083,0.0000,104.2083,106.7042,-0.4600,43.9500,0.0000
815,103.4583,0.0000,103.4583,106.7400,-0.6500,40.1900,0.0000
816,109.4583,0.0000,109.4583,106.9692,-0.6700,44.0100,0.0000
817,103.3333,0.0000,103.3333,106.9225,-0.6000,43.7600,0.0000
818,100.6667,0.0000,100.6667,106.8267,-0.6900,35.4500,0.0000
819,100.8333,0.0000,100.8333,106.7350,-0.6100,36.9800,0.0000
820,102.1250,0.0000,102.1250,106.6258,-0.4000,39.0000,0.0000
821,105.9167,0.0000,105.9167,106.6100,-0.6400,38.1600,0.0000
822,106.3333,0.0000,106.3333,106.5942,-0.3900,37.5200,0.0000
823,107.3750,0.0000,107.3750,106.7025,-0.6200,40.1200,0.0000
824,109.0417,0.0000,109.0417,106.5917,-0.6300,37.4200,0.0000
825,107.6250,0.0000,107.6250,106.4742,-0.6100,37.6400,0.0000
826,116.1667,0.0000,116.1667,106.6442,-0.5600,43.6300,0.0000
827,113.5417,0.0417,113.5834,106.7400,-0.5100,40.9300,0.0000
828,100.0833,0.0000,100.0833,106.4958,-0.4700,36.4100,0.0000
829,103.9583,0.0000,103.9583,106.3833,-0.7100,41.2300,0.0000
830,99.6667,0.0000,99.6667,106.2242,-0.4800,39.3200,0.0000
831,95.8333,0.0000,95.8333,106.0067,-0.5600,40.6500,0.0000
832,95.1667,0.0000,95.1667,105.8133,-0.4200,43.6200,0.0000
833,99.2083,0.0000,99.2083,105.6558,-0.4900,46.0400,0.0000
834,99.8333,0.0000,99.8333,105.5433,-0.4800,42.9900,0.0000
835,97.0833,0.0000,97.0833,105.2675,-0.5100,38.9600,0.0000
836,97.0833,0.0000,97.0833,105.1625,-0.6200,42.2800,0.0000
837,110.1667,0.0000,110.1667,105.2108,-0.5900,42.0700,0.0000
838,98.8750,0.0000,98.8750,105.0850,-0.5400,35.4600,0.0000
839,92.5417,0.0000,92.5417,104.8083,-0.4300,36.2500,0.0000
840,92.4583,0.0000,92.4583,104.5292,-0.4200,45.7800,0.0000
841,93.0417,0.0000,93.0417,104.2908,-0.5800,42.4500,0.0000
842,89.1250,0.0000,89.1250,103.9892,-0.6200,41.4300,0.0000
843,94.7083,0.0000,94.7083,103.8350,-0.6300,39.3900,0.0000
844,93.8333,0.0000,93.8333,103.6367,-0.3500,45.0300,0.0000
845,95.5833,0.0000,95.5833,103.3617,-0.5500,45.3000,0.0000
846,95.5000,0.0000,95.5000,103.1325,-0.8900,40.7300,0.0000
847,100.9167,0.0000,100.9167,103.0842,-0.6100,45.3800,0.0000
848,104.0833,0.0000,104.0833,103.0800,-0.6300,39.7800,0.0000
849,93.7917,0.0000,93.7917,102.8242,-0.5600,40.0500,0.0000
850,97.2083,0.0000,97.2083,102.6883,-0.3100,41.9800,0.0000
851,98.2500,0.0000,98.2500,102.5058,-0.4000,37.8000,0.0000
852,97.5417,0.0000,97.5417,102.3350,-0.4100,40.9100,0.0000
853,93.9583,0.0000,93.9583,102.1650,-0.5800,42.3000,0.0000
854,100.7500,0.0000,100.7500,102.1142,-0.5700,41.8900,0.0000
855,100.2083,0.0000,100.2083,101.9117,-0.4500,47.6000,0.0000
856,99.9583,0.0000,99.9583,101.5767,-0.4100,42.2700,0.0000
857,96.1250,0.0000,96.1250,101.3767,-0.5500,43.2900,0.0000
858,108.7083,0.0000,108.7083,101.3325,-0.8900,37.8800,0.0000
859,101.2917,0.0000,101.2917,101.2008,-0.5100,38.6000,0.0000
860,95.2500,0.0000,95.2500,100.9342,-0.4800,43.1100,0.0000
861,100.6667,0.0000,100.6667,100.7717,-0.7700,42.7400,0.0000
862,96.1667,0.0000,96.1667,100.5592,-0.5600,41.8700,0.0000
863,96.6250,0.0000,96.6250,100.3075,-0.5100,39.1900,0.0000
864,94.0417,0.0000,94.0417,100.1042,-0.7100,43.4900,0.0000
865,93.2500,0.0000,93.2500,99.9000,-0.5400,50.7400,0.0000
866,92.3333,0.0000,92.3333,99.5575,-0.6500,48.4900,0.0000
867,90.4167,0.0000,90.4167,99.2992,-0.4000,43.1600,0.0000
868,94.9583,0.0000,94.9583,99.1850,-0.5100,48.9900,0.0000
869,97.1667,0.0000,97.1667,99.1117,-0.8200,43.4100,0.0000
870,89.0833,0.0000,89.0833,98.8508,-0.5200,45.3900,0.0000
871,91.0000,0.0000,91.0000,98.5525,-0.4400,43.7600,0.0000
872,90.2917,0.0000,90.2917,98.2317,-0.6600,44.7800,0.0000
873,91.2083,0.0000,91.2083,97.9083,-0.3200,45.5600,0.0000
874,91.4583,0.0000,91.4583,97.5567,-0.4900,47.7700,0.0000
875,90.4583,0.0000,90.4583,97.2133,-0.5200,49.6900,0.0000
876,93.8750,0.0000,93.8750,96.7675,-0.4800,51.3000,0.0000
877,90.6667,0.0000,90.6667,96.3092,-0.4900,47.5100,0.0000
878,97.0833,0.0000,97.0833,96.2492,-0.5300,44.5600,0.0000
879,110.6667,0.0000,110.6667,96.3833,-0.8900,45.0600,0.0000
880,99.6250,0.0417,99.6667,96.3833,-0.5600,44.7800,0.0000
881,100.7500,0.0000,100.7500,96.4817,-0.5000,35.9800,0.0000
882,101.8750,0.0000,101.8750,96.6158,-0.5200,38.2800,0.0000
883,104.0000,0.0000,104.0000,96.7117,-0.4600,40.9600,0.0000
884,102.3333,0.0000,102.3333,96.7617,-0.4700,39.5700,0.0000
885,101.5000,0.0000,101.5000,96.8500,-0.6100,41.6400,0.0000
886,100.6250,0.0000,100.6250,96.9208,-0.3900,41.3400,0.0000
887,104.2917,0.0000,104.2917,96.8033,-0.8300,39.4600,0.0000
888,104.7917,0.0000,104.7917,96.9217,-0.6700,39.3600,0.0000
889,112.2500,0.0000,112.2500,97.3158,-0.6300,50.0200,0.0000
890,116.9583,0.0000,116.9583,97.8058,-0.7600,36.7800,0.0000
891,107.0417,0.0000,107.0417,98.0858,-0.6300,35.7200,0.0000
892,108.9167,0.0000,108.9167,98.4817,-0.5500,36.8800,0.0000
893,112.9583,0.0000,112.9583,98.8467,-0.6400,38.5100,0.0000
894,106.2083,0.0000,106.2083,99.0942,-0.6200,36.1100,0.0000
895,109.2083,0.0000,109.2083,99.3667,-0.4900,39.3200,0.0000
896,105.5417,0.0000,105.5417,99.5675,-0.5100,35.0500,0.0000
897,111.1667,0.0000,111.1667,99.7725,-0.4700,34.1100,0.0000
898,108.2083,0.0000,108.2083,99.8550,-0.5600,39.1200,0.0000
899,107.0833,0.0000,107.0833,100.1208,-0.5700,38.2700,0.0000
900,118.3333,0.0000,118.3333,100.5433,-0.5800,43.3400,0.0000
901,106.9167,0.0000,106.9167,100.7167,-0.7400,39.7000,0.0000
902,105.5833,0.0000,105.5833,100.8775,-0.4900,37.7700,0.0000
903,106.7500,0.0000,106.7500,101.1333,-0.5600,38.4500,0.0000
904,105.9167,0.0000,105.9167,101.2367,-0.6600,40.6400,0.0000
905,105.3750,0.0000,105.3750,101.3400,-0.4300,38.5100,0.0000
906,103.1667,0.0000,103.1667,101.4042,-0.3800,42.4200,0.0000
907,99.3750,0.0000,99.3750,101.4692,-0.6100,38.9600,0.0000
908,99.7917,0.0000,99.7917,101.2908,-0.4600,42.4600,0.0000
909,102.0000,0.0000,102.0000,101.3050,-0.7400,35.1000,0.0000
910,108.2500,0.0000,108.2500,101.5650,-0.6300,43.1400,0.0000
911,113.1250,0.0417,113.1667,101.8150,-0.6800,35.8900,0.0000
912,105.0833,0.0000,105.0833,101.9933,-0.5100,40.9300,0.0000
913,101.3333,0.0000,101.3333,102.0875,-0.4300,37.4300,0.0000
914,103.3750,0.0000,103.3750,102.2742,-0.5500,35.2500,0.0000
915,104.0833,0.0000,104.0833,102.4908,-0.5900,39.6300,0.0000
916,98.7917,0.0000,98.7917,102.6200,-0.3400,40.3600,0.0000
917,99.2083,0.0000,99.2083,102.7958,-0.4400,43.1600,0.0000
918,100.9167,0.0000,100.9167,102.9150,-0.3600,46.9400,0.0000
919,97.0000,0.0000,97.0000,102.9117,-0.6800,43.0700,0.0000
920,98.5833,0.0000,98.5833,103.1017,-0.6600,46.7600,0.0000
921,111.5000,0.0000,111.5000,103.5117,-0.7900,44.0400,0.0000
922,92.4167,0.0000,92.4167,103.5542,-0.5900,37.8200,0.0000
923,95.4167,0.0000,95.4167,103.6383,-0.4400,44.6500,0.0000
924,96.8333,0.0000,96.8333,103.7458,-0.5100,46.6700,0.0000
925,95.2917,0.0000,95.2917,103.8425,-0.5000,41.5500,0.0000
926,95.4167,0.0000,95.4167,103.8733,-0.5900,39.2600,0.0000
927,96.0417,0.0000,96.0417,103.9808,-0.4100,48.7900,0.0000
928,96.0833,0.0000,96.0833,103.9608,-0.5400,40.8100,0.0000
929,97.8333,0.0000,97.8333,103.7042,-0.4600,44.0900,0.0000
930,97.8750,0.0000,97.8750,103.6683,-0.5600,41.9600,0.0000
931,108.0000,0.0000,108.0000,103.8133,-0.6200,49.0000,0.0000
932,106.0000,0.0000,106.0000,103.8958,-0.8600,44.7700,0.0000
933,99.8750,0.0000,99.8750,103.8133,-0.6100,34.3300,0.0000
934,100.2917,0.0000,100.2917,103.7725,-0.5200,40.4000,0.0000
935,101.9167,0.0000,101.9167,103.7808,-0.5600,41.4700,0.0000
936,102.8333,0.0000,102.8333,103.8250,-0.6300,35.7000,0.0000
937,103.8333,0.0000,103.8333,103.8158,-0.4200,41.9000,0.0000
938,104.8750,0.0000,104.8750,103.8175,-0.5200,38.6300,0.0000
939,106.3333,0.0000,106.3333,103.6992,-0.8200,38.4800,0.0000
940,108.0000,0.0000,108.0000,103.5200,-0.4000,38.5500,0.0000
941,113.5833,0.0000,113.5833,103.6508,-0.7200,31.2700,0.0000
942,120.4583,0.0000,120.4583,103.8817,-0.7900,38.3100,0.0000
943,107.8333,0.0000,107.8333,103.7792,-0.4900,33.7700,0.0000
944,108.0417,0.0000,108.0417,103.8158,-0.6800,35.8300,0.0000
945,108.6667,0.0000,108.6667,103.8050,-0.5600,37.7400,0.0000
946,103.7500,0.0000,103.7500,103.7692,-0.5200,37.4500,0.0000
947,100.5417,0.0000,100.5417,103.5567,-0.4400,39.8700,0.0000
948,100.2500,0.0000,100.2500,103.3975,-0.6400,40.1100,0.0000
949,96.5000,0.0000,96.5000,103.1858,-0.4400,38.6100,0.0000
950,94.6250,0.0000,94.6250,102.7117,-0.3600,43.8400,0.0000
951,95.4583,0.0000,95.4583,102.4825,-0.4900,39.6600,0.0000
952,107.7917,0.0000,107.7917,102.5267,-0.6700,52.5100,0.0000
953,104.2083,0.0000,104.2083,102.4758,-0.6000,33.9100,0.0000
954,98.2917,0.0000,98.2917,102.3233,-0.5500,38.7900,0.0000
955,104.2917,0.0000,104.2917,102.3017,-0.5800,37.2500,0.0000
956,106.6250,0.0000,106.6250,102.3708,-0.5000,41.1500,0.0000
957,104.7083,0.0000,104.7083,102.4775,-0.6100,41.8300,0.0000
958,103.7917,0.0000,103.7917,102.5575,-0.4700,40.5200,0.0000
959,102.2500,0.0000,102.2500,102.5625,-0.7900,37.5600,0.0000
960,100.7083,0.0000,100.7083,102.4117,-0.3300,36.9500,0.0000
961,100.3750,0.0000,100.3750,102.1558,-0.5800,41.9400,0.0000
962,101.7083,0.0000,101.7083,102.0883,-0.6500,50.6900,0.0000
963,109.7083,0.0000,109.7083,102.2558,-0.8100,38.8000,0.0000
964,95.2083,0.0000,95.2083,102.0925,-0.6200,35.4300,0.0000
965,96.2083,0.0000,96.2083,101.9350,-0.5500,41.4300,0.0000
966,100.5000,0.0000,100.5000,101.9692,-0.4400,39.7000,0.0000
967,99.4583,0.0000,99.4583,101.9742,-0.5800,37.1700,0.0000
968,99.1250,0.0000,99.1250,101.9383,-0.5900,45.9100,0.0000
969,104.4583,0.0000,104.4583,102.0875,-0.5700,42.1900,0.0000
970,102.9583,0.0000,102.9583,102.1750,-0.7300,43.7900,0.0000
971,101.7083,0.0000,101.7083,101.9792,-0.4700,41.4900,0.0000
972,98.0833,0.0000,98.0833,102.0925,-0.5200,37.6500,0.0000
973,112.2083,0.0000,112.2083,102.4283,-0.8400,44.7700,0.0000
974,108.1667,0.0000,108.1667,102.6550,-0.5100,39.6100,0.0000
975,99.3333,0.0000,99.3333,102.7358,-0.6400,34.2800,0.0000
976,100.2917,0.0000,100.2917,102.8333,-0.7000,35.9400,0.0000
977,104.6667,0.0000,104.6667,103.0058,-0.4700,38.8700,0.0000
978,101.8750,0.0000,101.8750,103.1217,-0.6800,38.5100,0.0000
979,106.9167,0.0000,106.9167,103.3033,-0.6500,38.3800,0.0000
980,110.4167,0.0000,110.4167,103.5542,-0.4100,37.2000,0.0000
981,109.1250,0.0000,109.1250,103.5767,-0.6000,40.7700,0.0000
982,112.7500,0.0000,112.7500,103.7117,-0.7900,37.0500,0.0000
983,112.7500,0.0000,112.7500,103.9692,-0.5700,42.3900,0.0000
984,118.8750,0.0000,118.8750,104.3408,-0.6100,37.8900,0.0000
985,108.2917,0.0000,108.2917,104.4683,-0.5200,36.1800,0.0000
986,108.0833,0.0000,108.0833,104.5733,-0.4000,35.2700,0.0000
987,107.2917,0.0000,107.2917,104.6425,-0.5400,38.2000,0.0000
988,108.8333,0.0000,108.8333,104.7217,-0.5700,41.9100,0.0000
989,106.7500,0.0000,106.7500,104.7300,-0.5800,35.6600,0.0000
990,107.7083,0.0000,107.7083,104.7242,-0.5100,33.5200,0.0000
991,104.3333,0.0000,104.3333,104.5392,-0.4900,41.5200,0.0000
992,107.0000,0.0000,107.0000,104.2700,-0.7000,39.1400,0.0000
993,107.7500,0.0000,107.7500,104.2683,-0.5800,37.5200,0.0000
994,116.4583,0.0000,116.4583,104.4367,-0.7100,39.5500,0.0000
995,109.7500,0.0000,109.7500,104.4583,-0.5800,37.2300,0.0000
996,105.2917,0.0000,105.2917,104.4892,-0.5100,36.7200,0.0000
997,108.4167,0.0000,108.4167,104.6467,-0.9000,33.7500,0.0000
998,104.7917,0.0000,104.7917,104.7375,-0.4500,42.5800,0.0000
999,103.2083,0.0000,103.2083,104.8717,-0.5100,36.4300,0.0000
1000,103.5000,0.0000,103.5000,105.0492,-0.6300,35.3600,0.0000
1001,100.2083,0.0000,100.2083,105.1442,-0.4200,42.7400,0.0000
1002,101.2917,0.0000,101.2917,105.0142,-0.5400,40.5400,0.0000
1003,97.3333,0.0000,97.3333,104.8767,-0.5300,41.5700,0.0000
1004,106.2083,0.0000,106.2083,105.0350,-0.8000,50.8600,0.0000
1005,112.6667,0.0000,112.6667,105.2025,-0.4000,43.5600,0.0000
1006,101.2083,0.0000,101.2083,105.0942,-0.4900,39.4400,0.0000
1007,95.7083,0.0000,95.7083,104.9142,-0.5300,37.5500,0.0000
1008,97.3333,0.0000,97.3333,104.7850,-0.3500,42.6600,0.0000
1009,94.2917,0.0000,94.2917,104.6258,-0.4700,38.7900,0.0000
1010,95.8333,0.0000,95.8333,104.5283,-0.6400,51.2500,0.0000
1011,97.5417,0.0000,97.5417,104.4717,-0.6700,44.2100,0.0000
1012,95.6250,0.0000,95.6250,104.3500,-0.5500,47.6400,0.0000
1013,96.6250,0.0000,96.6250,104.0883,-0.5300,44.9600,0.0000
1014,95.2917,0.0000,95.2917,104.0900,-0.7600,42.1400,0.0000
1015,114.9167,0.0000,114.9167,104.4642,-0.7500,47.4300,0.0000
1016,103.6250,0.0000,103.6250,104.5267,-0.8700,34.7500,0.0000
1017,98.5417,0.0000,98.5417,104.5083,-0.7500,36.6500,0.0000
1018,102.7083,0.0000,102.7083,104.5800,-0.5600,41.6000,0.0000
1019,104.9167,0.0000,104.9167,104.5892,-0.5300,41.0300,0.0000
1020,102.4167,0.0000,102.4167,104.5783,-0.4400,38.6400,0.0000
1021,103.5833,0.0000,103.5833,104.6158,-0.7500,37.4600,0.0000
1022,102.4167,0.0000,102.4167,104.7025,-0.6000,33.9000,0.0000
1023,101.8333,0.0000,101.8333,104.4950,-0.2700,44.5000,0.0000
1024,104.9583,0.0000,104.9583,104.4308,-0.4400,43.0900,0.0000
1025,110.0833,0.0000,110.0833,104.6458,-0.5200,45.8900,0.0000
1026,115.5417,0.0000,115.5417,104.9508,-0.7300,42.3000,0.0000
1027,105.2917,0.0000,105.2917,104.9633,-0.5000,42.6800,0.0000
1028,102.3333,0.0000,102.3333,104.9725,-0.4000,35.9900,0.0000
1029,103.7083,0.0000,103.7083,104.9083,-0.6500,39.8700,0.0000
1030,102.2917,0.0000,102.2917,104.7458,-0.3400,37.7500,0.0000
1031,102.6250,0.0000,102.6250,104.6158,-0.3500,39.6900,0.0000
1032,101.6667,0.0000,101.6667,104.3942,-0.4900,45.4700,0.0000
1033,100.4167,0.0000,100.4167,104.1475,-0.4300,43.9500,0.0000
1034,99.7083,0.0000,99.7083,103.7642,-0.4300,42.4700,0.0000
1035,105.7500,0.0000,105.7500,103.7133,-0.6900,42.6700,0.0000
1036,119.2500,0.0000,119.2500,103.9367,-0.5600,39.5800,0.0000
1037,108.0000,0.0000,108.0000,103.9508,-0.7400,33.0700,0.0000
1038,106.7083,0.0000,106.7083,103.9083,-0.5000,34.4200,0.0000
1039,108.4583,0.0000,108.4583,103.9425,-0.5100,39.3200,0.0000
1040,109.5833,0.0000,109.5833,103.9800,-0.4300,36.9400,0.0000
1041,104.8750,0.0000,104.8750,103.9908,-0.2900,39.7300,0.0000
1042,104.3333,0.0000,104.3333,103.9375,-0.5200,45.9200,0.0000
1043,105.6250,0.0000,105.6250,103.8950,-0.6400,36.1100,0.0000
1044,103.1250,0.0000,103.1250,103.6283,-0.6300,33.2500,0.0000
1045,103.5000,0.0000,103.5000,103.5033,-0.5500,35.8500,0.0000
1046,111.2500,0.0000,111.2500,103.6225,-0.5700,45.0000,0.0000
1047,115.3333,0.0000,115.3333,103.7608,-0.5800,37.2500,0.0000
1048,105.9583,0.0000,105.9583,103.7842,-0.4900,37.0400,0.0000
1049,105.8750,0.0000,105.8750,103.8375,-0.3800,37.3700,0.0000
1050,99.7500,0.0000,99.7500,103.7625,-0.5400,39.9100,0.0000
1051,100.6250,0.0000,100.6250,103.7708,-0.6500,39.8600,0.0000
1052,101.5000,0.0000,101.5000,103.7750,-0.5300,43.6700,0.0000
1053,98.1667,0.0000,98.1667,103.7917,-0.4100,41.2700,0.0000
1054,92.9583,0.0000,92.9583,103.5267,-0.5300,40.6400,0.0000
1055,93.9167,0.0000,93.9167,103.1517,-0.5200,38.4000,0.0000
1056,100.4583,0.0000,100.4583,103.1367,-0.5700,41.1800,0.0000
1057,113.7083,0.0000,113.7083,103.4967,-0.5700,45.7200,0.0000
1058,103.8333,0.0000,103.8333,103.6267,-0.4800,38.6800,0.0000
1059,96.8750,0.0000,96.8750,103.6783,-0.4600,39.9500,0.0000
1060,99.6250,0.0000,99.6250,103.7542,-0.7500,39.9000,0.0000
1061,100.0417,0.0000,100.0417,103.8042,-0.4800,36.5000,0.0000
1062,99.3750,0.0000,99.3750,103.8792,-0.3900,43.9400,0.0000
1063,101.1250,0.0000,101.1250,103.9692,-0.3700,41.6900,0.0000
1064,102.1250,0.0000,102.1250,104.1058,-0.2700,46.4400,0.0000
1065,103.5417,0.0000,103.5417,103.8783,-0.2500,42.4800,0.0000
1066,99.0833,0.0000,99.0833,103.7875,-0.4800,47.4100,0.0000
1067,108.4167,0.0000,108.4167,103.9850,-0.5500,44.1900,0.0000
1068,107.9167,0.0000,107.9167,104.0892,-0.4500,43.5700,0.0000
1069,95.6250,0.0000,95.6250,103.9033,-0.5000,40.3800,0.0000
1070,91.1667,0.0000,91.1667,103.6783,-0.5600,46.8800,0.0000
1071,91.4167,0.0000,91.4167,103.4350,-0.3300,48.2300,0.0000
1072,88.1667,0.0000,88.1667,103.1500,-0.4400,49.4000,0.0000
1073,86.5000,0.0000,86.5000,102.8433,-0.3500,45.9000,0.0000
1074,85.3750,0.0000,85.3750,102.4517,-0.6800,47.9500,0.0000
1075,85.7500,0.0000,85.7500,101.9650,-0.4700,53.4300,0.0000
1076,87.1667,0.0000,87.1667,101.3975,-0.4300,44.6800,0.0000
1077,92.2500,0.0000,92.2500,101.1367,-1.0600,54.9700,0.0000
1078,114.5000,0.0000,114.5000,101.3800,-0.7900,52.2700,0.0000
1079,98.8750,0.0000,98.8750,101.2833,-0.4800,38.9500,0.0000
1080,96.0417,0.0000,96.0417,101.1583,-0.4400,34.8500,0.0000
1081,95.0833,0.0000,95.0833,101.0075,-0.4800,41.3400,0.0000
1082,97.0417,0.0000,97.0417,100.9150,-0.5400,38.5300,0.0000
1083,96.0000,0.0000,96.0000,100.8267,-0.6100,47.0000,0.0000
1084,97.0000,0.0000,97.0000,100.7725,-0.7000,45.0400,0.0000
1085,97.7083,0.0000,97.7083,100.6117,-0.7300,48.0800,0.0000
1086,98.6667,0.0000,98.6667,100.2000,-0.3600,46.9000,0.0000
1087,97.1667,0.0000,97.1667,99.9833,-0.5800,42.0700,0.0000
1088,114.9583,0.0000,114.9583,100.1483,-1.1100,59.9900,0.0000
1089,112.7083,0.0000,112.7083,100.2333,-0.7300,42.0100,0.0000
1090,106.7500,0.0000,106.7500,100.1767,-0.6300,32.7500,0.0000
1091,108.1667,0.0000,108.1667,100.2425,-0.6300,33.4500,0.0000
1092,107.2500,0.0000,107.2500,100.3008,-0.5600,34.0300,0.0000
